department,date,rainfall_qty,year,month_name,month
ALIBORI,2021-04-01,0.0,2021,April,4
ATACORA,2021-04-01,42.42222222222222,2021,April,4
DONGA,2021-04-01,70.04583333333333,2021,April,4
ZOU,2021-04-01,105.21842948717948,2021,April,4
HILLS,2021-04-01,52.01310606060606,2021,April,4
MONO,2021-04-01,95.30818181818182,2021,April,4
COUFFO,2021-04-01,59.362857142857145,2021,April,4
OUEME,2021-04-01,72.62941176470588,2021,April,4
PLATEAU,2021-04-01,100.35263157894737,2021,April,4
ATLANTIC,2021-04-01,59.68333333333334,2021,April,4
LITTORAL,2021-04-01,46.266666666666666,2021,April,4
BORGOU,2022-04-01,47.95225806451613,2022,April,4
ALIBORI,2022-04-01,6.305555555555555,2022,April,4
ATACORA,2022-04-01,58.24666666666667,2022,April,4
DONGA,2022-04-01,79.47698412698412,2022,April,4
ZOU,2022-04-01,192.23275862068965,2022,April,4
HILLS,2022-04-01,112.7174193548387,2022,April,4
MONO,2022-04-01,193.47058823529412,2022,April,4
COUFFO,2022-04-01,143.4714285714286,2022,April,4
OUEME,2022-04-01,260.81235294117647,2022,April,4
PLATEAU,2022-04-01,196.2,2022,April,4
ATLANTIC,2022-04-01,205.1875,2022,April,4
LITTORAL,2022-04-01,133.15333333333334,2022,April,4
BORGOU,2023-04-01,82.1615625,2023,April,4
ALIBORI,2023-04-01,9.036189516129031,2023,April,4
ATACORA,2023-04-01,48.581428571428575,2023,April,4
DONGA,2023-04-01,90.17916666666666,2023,April,4
ZOU,2023-04-01,146.5923076923077,2023,April,4
HILLS,2023-04-01,80.76909090909092,2023,April,4
MONO,2023-04-01,156.5909090909091,2023,April,4
COUFFO,2023-04-01,130.7942857142857,2023,April,4
OUEME,2023-04-01,153.3970588235294,2023,April,4
PLATEAU,2023-04-01,153.19500000000002,2023,April,4
ATLANTIC,2023-04-01,154.79166666666669,2023,April,4
LITTORAL,2023-04-01,48.4,2023,April,4
BORGOU,2012-05-01,149.89,2012,May,5
ALIBORI,2012-05-01,122.33,2012,May,5
ATACORA,2012-05-01,197.42,2012,May,5
DONGA,2012-05-01,170.25,2012,May,5
ZOU,2012-05-01,166.88,2012,May,5
HILLS,2012-05-01,99.17,2012,May,5
MONO,2012-05-01,168.64,2012,May,5
COUFFO,2012-05-01,170.15,2012,May,5
OUEME,2012-05-01,160.67,2012,May,5
PLATEAU,2012-05-01,152.37,2012,May,5
ATLANTIC,2012-05-01,160.26,2012,May,5
LITTORAL,2012-05-01,176.75,2012,May,5
BORGOU,2013-05-01,93.00813988095238,2013,May,5
ALIBORI,2013-05-01,62.43638888888889,2013,May,5
ATACORA,2013-05-01,126.24444444444445,2013,May,5
DONGA,2013-05-01,91.67500000000001,2013,May,5
ZOU,2013-05-01,132.79336419753085,2013,May,5
HILLS,2013-05-01,112.73833333333334,2013,May,5
MONO,2013-05-01,167.76555555555555,2013,May,5
COUFFO,2013-05-01,161.31277777777777,2013,May,5
OUEME,2013-05-01,207.6440740740741,2013,May,5
PLATEAU,2013-05-01,133.744,2013,May,5
ATLANTIC,2013-05-01,206.20374999999999,2013,May,5
LITTORAL,2013-05-01,357.38,2013,May,5
BORGOU,2014-05-01,173.26250000000002,2014,May,5
ALIBORI,2014-05-01,87.81,2014,May,5
ATACORA,2014-05-01,69.61428571428571,2014,May,5
DONGA,2014-05-01,138.46265873015872,2014,May,5
ZOU,2014-05-01,175.0677777777778,2014,May,5
HILLS,2014-05-01,132.66166666666666,2014,May,5
MONO,2014-05-01,201.7736842105263,2014,May,5
COUFFO,2014-05-01,163.3824,2014,May,5
OUEME,2014-05-01,239.84111111111113,2014,May,5
PLATEAU,2014-05-01,179.70733333333334,2014,May,5
ATLANTIC,2014-05-01,227.81875,2014,May,5
LITTORAL,2014-05-01,255.0,2014,May,5
BORGOU,2015-05-01,78.52132034632035,2015,May,5
ALIBORI,2015-05-01,67.55625387717123,2015,May,5
ATACORA,2015-05-01,10.350877192982455,2015,May,5
DONGA,2015-05-01,60.396875,2015,May,5
ZOU,2015-05-01,46.29416666666667,2015,May,5
HILLS,2015-05-01,15.884375,2015,May,5
MONO,2015-05-01,114.78187134502924,2015,May,5
COUFFO,2015-05-01,129.5288,2015,May,5
OUEME,2015-05-01,106.57687500000002,2015,May,5
PLATEAU,2015-05-01,103.07222222222224,2015,May,5
ATLANTIC,2015-05-01,127.08444444444444,2015,May,5
LITTORAL,2015-05-01,34.45,2015,May,5
BORGOU,2016-05-01,92.47290048094709,2016,May,5
ALIBORI,2016-05-01,79.70321428571428,2016,May,5
ATACORA,2016-05-01,46.51560455192034,2016,May,5
DONGA,2016-05-01,65.12844827586206,2016,May,5
ZOU,2016-05-01,110.02758620689654,2016,May,5
HILLS,2016-05-01,103.0741935483871,2016,May,5
MONO,2016-05-01,107.5111111111111,2016,May,5
COUFFO,2016-05-01,121.25999999999999,2016,May,5
OUEME,2016-05-01,181.25071428571428,2016,May,5
PLATEAU,2016-05-01,222.41666666666669,2016,May,5
ATLANTIC,2016-05-01,161.9861111111111,2016,May,5
LITTORAL,2016-05-01,191.25,2016,May,5
BORGOU,2017-05-01,137.45,2017,May,5
ALIBORI,2017-05-01,102.71890756302521,2017,May,5
ATACORA,2017-05-01,107.03,2017,May,5
DONGA,2017-05-01,112.84,2017,May,5
ZOU,2017-05-01,199.97,2017,May,5
HILLS,2017-05-01,137.84,2017,May,5
MONO,2017-05-01,128.72,2017,May,5
COUFFO,2017-05-01,98.61666666666667,2017,May,5
OUEME,2017-05-01,171.0,2017,May,5
PLATEAU,2017-05-01,127.15,2017,May,5
ATLANTIC,2017-05-01,206.22727272727272,2017,May,5
LITTORAL,2017-05-01,178.0,2017,May,5
BORGOU,2018-05-01,79.58105442176871,2018,May,5
ALIBORI,2018-05-01,83.64000000000001,2018,May,5
ATACORA,2018-05-01,162.59833333333336,2018,May,5
DONGA,2018-05-01,67.4388888888889,2018,May,5
ZOU,2018-05-01,190.57444444444445,2018,May,5
HILLS,2018-05-01,63.01785714285714,2018,May,5
MONO,2018-05-01,106.4,2018,May,5
COUFFO,2018-05-01,169.5047619047619,2018,May,5
OUEME,2018-05-01,207.85599999999997,2018,May,5
PLATEAU,2018-05-01,190.280625,2018,May,5
ATLANTIC,2018-05-01,157.225,2018,May,5
LITTORAL,2018-05-01,290.5,2018,May,5
BORGOU,2019-05-01,87.83,2019,May,5
ALIBORI,2019-05-01,138.12533333333334,2019,May,5
ATACORA,2019-05-01,109.0,2019,May,5
DONGA,2019-05-01,96.19,2019,May,5
ZOU,2019-05-01,126.52,2019,May,5
HILLS,2019-05-01,166.27,2019,May,5
MONO,2019-05-01,115.54,2019,May,5
COUFFO,2019-05-01,118.33809523809524,2019,May,5
OUEME,2019-05-01,169.0,2019,May,5
PLATEAU,2019-05-01,121.6,2019,May,5
ATLANTIC,2019-05-01,146.225,2019,May,5
LITTORAL,2019-05-01,195.0,2019,May,5
BORGOU,2020-05-01,98.56607142857142,2020,May,5
ALIBORI,2020-05-01,59.815,2020,May,5
ATACORA,2020-05-01,67.10333333333332,2020,May,5
DONGA,2020-05-01,117.615,2020,May,5
ZOU,2020-05-01,88.05185185185185,2020,May,5
HILLS,2020-05-01,93.06428571428572,2020,May,5
MONO,2020-05-01,183.88958333333332,2020,May,5
COUFFO,2020-05-01,183.88958333333332,2020,May,5
OUEME,2020-05-01,185.70749999999998,2020,May,5
PLATEAU,2020-05-01,173.17368421052632,2020,May,5
ATLANTIC,2020-05-01,128.60833333333332,2020,May,5
LITTORAL,2020-05-01,87.55333333333333,2020,May,5
BORGOU,2021-05-01,82.6152,2021,May,5
ALIBORI,2021-05-01,37.913636363636364,2021,May,5
ATACORA,2021-05-01,80.39000000000001,2021,May,5
DONGA,2021-05-01,90.56952380952382,2021,May,5
ZOU,2021-05-01,105.21842948717948,2021,May,5
HILLS,2021-05-01,52.01310606060606,2021,May,5
MONO,2021-05-01,59.903571428571425,2021,May,5
COUFFO,2021-05-01,28.38,2021,May,5
OUEME,2021-05-01,81.23529411764706,2021,May,5
PLATEAU,2021-05-01,78.1157894736842,2021,May,5
ATLANTIC,2021-05-01,86.66666666666667,2021,May,5
LITTORAL,2021-05-01,201.10333333333335,2021,May,5
BORGOU,2022-05-01,97.80709677419354,2022,May,5
ALIBORI,2022-05-01,45.733333333333334,2022,May,5
ATACORA,2022-05-01,100.62,2022,May,5
DONGA,2022-05-01,100.13538461538462,2022,May,5
ZOU,2022-05-01,192.23275862068965,2022,May,5
HILLS,2022-05-01,112.7174193548387,2022,May,5
MONO,2022-05-01,158.70588235294116,2022,May,5
COUFFO,2022-05-01,204.61142857142855,2022,May,5
OUEME,2022-05-01,137.29999999999995,2022,May,5
PLATEAU,2022-05-01,116.15296442687747,2022,May,5
ATLANTIC,2022-05-01,156.3625,2022,May,5
LITTORAL,2022-05-01,84.43333333333334,2022,May,5
BORGOU,2023-05-01,86.915625,2023,May,5
ALIBORI,2023-05-01,39.10387096774193,2023,May,5
ATACORA,2023-05-01,90.2247619047619,2023,May,5
DONGA,2023-05-01,101.97000000000001,2023,May,5
ZOU,2023-05-01,146.5923076923077,2023,May,5
HILLS,2023-05-01,80.76909090909092,2023,May,5
MONO,2023-05-01,186.0090909090909,2023,May,5
COUFFO,2023-05-01,85.00571428571428,2023,May,5
OUEME,2023-05-01,179.95294117647063,2023,May,5
PLATEAU,2023-05-01,136.905,2023,May,5
ATLANTIC,2023-05-01,144.79999999999998,2023,May,5
LITTORAL,2023-05-01,81.56666666666668,2023,May,5
BORGOU,2012-06-01,158.71,2012,June,6
ALIBORI,2012-06-01,174.37,2012,June,6
ATACORA,2012-06-01,146.05,2012,June,6
DONGA,2012-06-01,188.1,2012,June,6
ZOU,2012-06-01,231.85,2012,June,6
HILLS,2012-06-01,117.35,2012,June,6
MONO,2012-06-01,219.29,2012,June,6
COUFFO,2012-06-01,226.61,2012,June,6
OUEME,2012-06-01,265.37,2012,June,6
PLATEAU,2012-06-01,183.81,2012,June,6
ATLANTIC,2012-06-01,199.56,2012,June,6
LITTORAL,2012-06-01,171.5,2012,June,6
BORGOU,2013-06-01,141.64354166666666,2013,June,6
ALIBORI,2013-06-01,151.60666666666668,2013,June,6
ATACORA,2013-06-01,170.96666666666664,2013,June,6
DONGA,2013-06-01,132.875,2013,June,6
ZOU,2013-06-01,92.19666666666666,2013,June,6
HILLS,2013-06-01,81.46999999999998,2013,June,6
MONO,2013-06-01,76.85368421052632,2013,June,6
COUFFO,2013-06-01,110.32399999999998,2013,June,6
OUEME,2013-06-01,88.5125,2013,June,6
PLATEAU,2013-06-01,72.57777777777777,2013,June,6
ATLANTIC,2013-06-01,115.35062499999998,2013,June,6
LITTORAL,2013-06-01,176.75,2013,June,6
BORGOU,2014-06-01,178.08125,2014,June,6
ALIBORI,2014-06-01,109.46500000000002,2014,June,6
ATACORA,2014-06-01,137.64230158730157,2014,June,6
DONGA,2014-06-01,134.54112103174603,2014,June,6
ZOU,2014-06-01,145.76555555555558,2014,June,6
HILLS,2014-06-01,143.88500000000002,2014,June,6
MONO,2014-06-01,114.56842105263159,2014,June,6
COUFFO,2014-06-01,175.392,2014,June,6
OUEME,2014-06-01,208.87037037037038,2014,June,6
PLATEAU,2014-06-01,99.076,2014,June,6
ATLANTIC,2014-06-01,185.18750000000003,2014,June,6
LITTORAL,2014-06-01,201.875,2014,June,6
BORGOU,2015-06-01,75.22757778881164,2015,June,6
ALIBORI,2015-06-01,75.13498168498168,2015,June,6
ATACORA,2015-06-01,66.00489961219812,2015,June,6
DONGA,2015-06-01,84.96268817204302,2015,June,6
ZOU,2015-06-01,122.336,2015,June,6
HILLS,2015-06-01,79.61250000000001,2015,June,6
MONO,2015-06-01,229.1233333333333,2015,June,6
COUFFO,2015-06-01,147.90400000000002,2015,June,6
OUEME,2015-06-01,340.35625,2015,June,6
PLATEAU,2015-06-01,156.61111111111111,2015,June,6
ATLANTIC,2015-06-01,293.64888888888885,2015,June,6
LITTORAL,2015-06-01,288.125,2015,June,6
BORGOU,2016-06-01,122.05906382978723,2016,June,6
ALIBORI,2016-06-01,106.90325396825396,2016,June,6
ATACORA,2016-06-01,112.13569607843138,2016,June,6
DONGA,2016-06-01,149.99922222222222,2016,June,6
ZOU,2016-06-01,167.41034482758621,2016,June,6
HILLS,2016-06-01,107.80483870967743,2016,June,6
MONO,2016-06-01,130.80555555555557,2016,June,6
COUFFO,2016-06-01,195.5564,2016,June,6
OUEME,2016-06-01,163.12857142857143,2016,June,6
PLATEAU,2016-06-01,175.55555555555554,2016,June,6
ATLANTIC,2016-06-01,125.02000000000001,2016,June,6
LITTORAL,2016-06-01,217.9,2016,June,6
BORGOU,2017-06-01,210.30375,2017,June,6
ALIBORI,2017-06-01,211.58939560439558,2017,June,6
ATACORA,2017-06-01,177.47,2017,June,6
DONGA,2017-06-01,183.1,2017,June,6
ZOU,2017-06-01,230.04,2017,June,6
HILLS,2017-06-01,197.53,2017,June,6
MONO,2017-06-01,177.92,2017,June,6
COUFFO,2017-06-01,175.4,2017,June,6
OUEME,2017-06-01,325.0,2017,June,6
PLATEAU,2017-06-01,231.64,2017,June,6
ATLANTIC,2017-06-01,153.27272727272728,2017,June,6
LITTORAL,2017-06-01,487.0,2017,June,6
BORGOU,2018-06-01,120.39000850340136,2018,June,6
ALIBORI,2018-06-01,130.89529411764707,2018,June,6
ATACORA,2018-06-01,97.11000000000001,2018,June,6
DONGA,2018-06-01,143.25388888888887,2018,June,6
ZOU,2018-06-01,199.79999999999998,2018,June,6
HILLS,2018-06-01,111.59785714285715,2018,June,6
MONO,2018-06-01,124.96666666666667,2018,June,6
COUFFO,2018-06-01,109.0086956521739,2018,June,6
OUEME,2018-06-01,186.0066666666667,2018,June,6
PLATEAU,2018-06-01,156.26241071428572,2018,June,6
ATLANTIC,2018-06-01,110.7625,2018,June,6
LITTORAL,2018-06-01,101.0,2018,June,6
BORGOU,2019-06-01,109.95,2019,June,6
ALIBORI,2019-06-01,100.67,2019,June,6
ATACORA,2019-06-01,129.89,2019,June,6
DONGA,2019-06-01,115.62,2019,June,6
ZOU,2019-06-01,168.93,2019,June,6
HILLS,2019-06-01,154.7,2019,June,6
MONO,2019-06-01,174.0,2019,June,6
COUFFO,2019-06-01,211.89523809523808,2019,June,6
OUEME,2019-06-01,235.0,2019,June,6
PLATEAU,2019-06-01,200.56,2019,June,6
ATLANTIC,2019-06-01,195.6,2019,June,6
LITTORAL,2019-06-01,160.0,2019,June,6
BORGOU,2020-06-01,182.3678571428571,2020,June,6
ALIBORI,2020-06-01,113.02,2020,June,6
ATACORA,2020-06-01,133.8722222222222,2020,June,6
DONGA,2020-06-01,179.89358974358973,2020,June,6
ZOU,2020-06-01,131.96148148148146,2020,June,6
HILLS,2020-06-01,134.65909090909093,2020,June,6
MONO,2020-06-01,203.85380952380953,2020,June,6
COUFFO,2020-06-01,203.85380952380953,2020,June,6
OUEME,2020-06-01,337.61499999999995,2020,June,6
PLATEAU,2020-06-01,220.48684210526315,2020,June,6
ATLANTIC,2020-06-01,243.11666666666667,2020,June,6
LITTORAL,2020-06-01,287.22,2020,June,6
BORGOU,2021-06-01,200.93599999999998,2021,June,6
ALIBORI,2021-06-01,128.64999999999998,2021,June,6
ATACORA,2021-06-01,165.74,2021,June,6
DONGA,2021-06-01,146.98083333333332,2021,June,6
ZOU,2021-06-01,35.99883643892339,2021,June,6
HILLS,2021-06-01,90.10666666666667,2021,June,6
MONO,2021-06-01,105.7,2021,June,6
COUFFO,2021-06-01,119.9542857142857,2021,June,6
OUEME,2021-06-01,156.72352941176473,2021,June,6
PLATEAU,2021-06-01,78.1157894736842,2021,June,6
ATLANTIC,2021-06-01,143.58333333333334,2021,June,6
LITTORAL,2021-06-01,381.65666666666664,2021,June,6
BORGOU,2022-06-01,163.50887652947722,2022,June,6
ALIBORI,2022-06-01,88.04292105263157,2022,June,6
ATACORA,2022-06-01,175.88,2022,June,6
DONGA,2022-06-01,172.59952380952382,2022,June,6
ZOU,2022-06-01,129.70192848020434,2022,June,6
HILLS,2022-06-01,81.22999999999999,2022,June,6
MONO,2022-06-01,163.25555555555556,2022,June,6
COUFFO,2022-06-01,216.19142857142856,2022,June,6
OUEME,2022-06-01,215.9941176470588,2022,June,6
PLATEAU,2022-06-01,222.39130434782606,2022,June,6
ATLANTIC,2022-06-01,200.95,2022,June,6
LITTORAL,2022-06-01,180.40333333333336,2022,June,6
BORGOU,2023-06-01,178.99375,2023,June,6
ALIBORI,2023-06-01,128.46148809523808,2023,June,6
ATACORA,2023-06-01,108.12,2023,June,6
DONGA,2023-06-01,155.27777777777777,2023,June,6
ZOU,2023-06-01,131.46923076923076,2023,June,6
HILLS,2023-06-01,86.0181995967742,2023,June,6
MONO,2023-06-01,84.33636363636364,2023,June,6
COUFFO,2023-06-01,90.16857142857143,2023,June,6
OUEME,2023-06-01,230.9235294117647,2023,June,6
PLATEAU,2023-06-01,167.595,2023,June,6
ATLANTIC,2023-06-01,190.58333333333334,2023,June,6
LITTORAL,2023-06-01,241.17,2023,June,6
BORGOU,2012-07-01,263.24,2012,July,7
ALIBORI,2012-07-01,234.52,2012,July,7
ATACORA,2012-07-01,241.55,2012,July,7
DONGA,2012-07-01,338.19,2012,July,7
ZOU,2012-07-01,159.34,2012,July,7
HILLS,2012-07-01,223.12,2012,July,7
MONO,2012-07-01,95.49,2012,July,7
COUFFO,2012-07-01,238.52,2012,July,7
OUEME,2012-07-01,109.88,2012,July,7
PLATEAU,2012-07-01,94.23,2012,July,7
ATLANTIC,2012-07-01,130.03,2012,July,7
LITTORAL,2012-07-01,55.37,2012,July,7
BORGOU,2013-07-01,109.70875000000001,2013,July,7
ALIBORI,2013-07-01,149.82500000000002,2013,July,7
ATACORA,2013-07-01,131.61111111111111,2013,July,7
DONGA,2013-07-01,158.525,2013,July,7
ZOU,2013-07-01,139.43111111111114,2013,July,7
HILLS,2013-07-01,118.33500000000002,2013,July,7
MONO,2013-07-01,68.77055555555556,2013,July,7
COUFFO,2013-07-01,133.155,2013,July,7
OUEME,2013-07-01,110.58148148148149,2013,July,7
PLATEAU,2013-07-01,121.85199999999998,2013,July,7
ATLANTIC,2013-07-01,90.68125,2013,July,7
LITTORAL,2013-07-01,94.625,2013,July,7
BORGOU,2014-07-01,125.01125000000002,2014,July,7
ALIBORI,2014-07-01,126.39,2014,July,7
ATACORA,2014-07-01,106.11011904761905,2014,July,7
DONGA,2014-07-01,137.3766369047619,2014,July,7
ZOU,2014-07-01,116.04390989869506,2014,July,7
HILLS,2014-07-01,129.22499507862133,2014,July,7
MONO,2014-07-01,133.06067557735537,2014,July,7
COUFFO,2014-07-01,134.91662348831136,2014,July,7
OUEME,2014-07-01,152.025,2014,July,7
PLATEAU,2014-07-01,188.33333333333331,2014,July,7
ATLANTIC,2014-07-01,127.22,2014,July,7
LITTORAL,2014-07-01,131.6875,2014,July,7
BORGOU,2015-07-01,124.95664502164502,2015,July,7
ALIBORI,2015-07-01,189.63275401069518,2015,July,7
ATACORA,2015-07-01,148.17130166251542,2015,July,7
DONGA,2015-07-01,166.0288961038961,2015,July,7
ZOU,2015-07-01,79.408,2015,July,7
HILLS,2015-07-01,63.51718749999999,2015,July,7
MONO,2015-07-01,116.08921568627451,2015,July,7
COUFFO,2015-07-01,56.232000000000006,2015,July,7
OUEME,2015-07-01,80.50000000000001,2015,July,7
PLATEAU,2015-07-01,87.07777777777778,2015,July,7
ATLANTIC,2015-07-01,79.01388888888889,2015,July,7
LITTORAL,2015-07-01,22.5,2015,July,7
BORGOU,2016-07-01,187.74229919181923,2016,July,7
ALIBORI,2016-07-01,147.25428571428571,2016,July,7
ATACORA,2016-07-01,176.69367346938776,2016,July,7
DONGA,2016-07-01,183.2309220032841,2016,July,7
ZOU,2016-07-01,88.32758620689656,2016,July,7
HILLS,2016-07-01,142.66206896551728,2016,July,7
MONO,2016-07-01,80.2888544891641,2016,July,7
COUFFO,2016-07-01,138.64,2016,July,7
OUEME,2016-07-01,60.34285714285715,2016,July,7
PLATEAU,2016-07-01,59.6888888888889,2016,July,7
ATLANTIC,2016-07-01,54.88111111111112,2016,July,7
LITTORAL,2016-07-01,35.1,2016,July,7
BORGOU,2017-07-01,253.18375,2017,July,7
ALIBORI,2017-07-01,74.15,2017,July,7
ATACORA,2017-07-01,228.36,2017,July,7
DONGA,2017-07-01,259.74,2017,July,7
ZOU,2017-07-01,49.59,2017,July,7
HILLS,2017-07-01,162.97,2017,July,7
MONO,2017-07-01,211.08,2017,July,7
COUFFO,2017-07-01,92.01666666666667,2017,July,7
OUEME,2017-07-01,203.0,2017,July,7
PLATEAU,2017-07-01,112.72,2017,July,7
ATLANTIC,2017-07-01,61.22727272727273,2017,July,7
LITTORAL,2017-07-01,193.0,2017,July,7
BORGOU,2018-07-01,275.78597789115645,2018,July,7
ALIBORI,2018-07-01,252.5805882352941,2018,July,7
ATACORA,2018-07-01,196.42555555555555,2018,July,7
DONGA,2018-07-01,233.8884615384615,2018,July,7
ZOU,2018-07-01,109.66666666666669,2018,July,7
HILLS,2018-07-01,179.46428571428572,2018,July,7
MONO,2018-07-01,61.60454545454545,2018,July,7
COUFFO,2018-07-01,91.55797101449275,2018,July,7
OUEME,2018-07-01,128.18333333333334,2018,July,7
PLATEAU,2018-07-01,151.5,2018,July,7
ATLANTIC,2018-07-01,78.75833333333333,2018,July,7
LITTORAL,2018-07-01,151.29999999999998,2018,July,7
BORGOU,2019-07-01,231.36,2019,July,7
ALIBORI,2019-07-01,220.1733333333333,2019,July,7
ATACORA,2019-07-01,211.61,2019,July,7
DONGA,2019-07-01,226.24,2019,July,7
ZOU,2019-07-01,187.36,2019,July,7
HILLS,2019-07-01,209.04,2019,July,7
MONO,2019-07-01,97.08,2019,July,7
COUFFO,2019-07-01,185.98571428571427,2019,July,7
OUEME,2019-07-01,144.0,2019,July,7
PLATEAU,2019-07-01,123.19,2019,July,7
ATLANTIC,2019-07-01,60.30833333333334,2019,July,7
LITTORAL,2019-07-01,82.0,2019,July,7
BORGOU,2020-07-01,225.41428571428574,2020,July,7
ALIBORI,2020-07-01,276.51,2020,July,7
ATACORA,2020-07-01,250.01333333333332,2020,July,7
DONGA,2020-07-01,289.3939393939394,2020,July,7
ZOU,2020-07-01,116.27962962962962,2020,July,7
HILLS,2020-07-01,214.84272727272727,2020,July,7
MONO,2020-07-01,59.16363636363636,2020,July,7
COUFFO,2020-07-01,67.63,2020,July,7
OUEME,2020-07-01,64.21000000000001,2020,July,7
PLATEAU,2020-07-01,111.76315789473684,2020,July,7
ATLANTIC,2020-07-01,47.49166666666667,2020,July,7
LITTORAL,2020-07-01,47.166666666666664,2020,July,7
BORGOU,2021-07-01,159.14479999999998,2021,July,7
ALIBORI,2021-07-01,209.16818181818184,2021,July,7
ATACORA,2021-07-01,261.93,2021,July,7
DONGA,2021-07-01,202.73257575757577,2021,July,7
ZOU,2021-07-01,94.44230769230771,2021,July,7
HILLS,2021-07-01,115.2230303030303,2021,July,7
MONO,2021-07-01,83.43333333333334,2021,July,7
COUFFO,2021-07-01,99.95142857142858,2021,July,7
OUEME,2021-07-01,162.5470588235294,2021,July,7
PLATEAU,2021-07-01,165.3578947368421,2021,July,7
ATLANTIC,2021-07-01,140.5,2021,July,7
LITTORAL,2021-07-01,134.20000000000002,2021,July,7
BORGOU,2022-07-01,164.9648387096774,2022,July,7
ALIBORI,2022-07-01,231.7161904761905,2022,July,7
ATACORA,2022-07-01,201.4,2022,July,7
DONGA,2022-07-01,164.17333333333335,2022,July,7
ZOU,2022-07-01,58.48275862068965,2022,July,7
HILLS,2022-07-01,137.71806451612903,2022,July,7
MONO,2022-07-01,15.166190476190476,2022,July,7
COUFFO,2022-07-01,32.94,2022,July,7
OUEME,2022-07-01,62.87058823529413,2022,July,7
PLATEAU,2022-07-01,56.90869565217392,2022,July,7
ATLANTIC,2022-07-01,41.925,2022,July,7
LITTORAL,2022-07-01,30.96666666666667,2022,July,7
BORGOU,2023-07-01,226.921875,2023,July,7
ALIBORI,2023-07-01,165.43263157894737,2023,July,7
ATACORA,2023-07-01,181.80357142857144,2023,July,7
DONGA,2023-07-01,269.48333333333335,2023,July,7
ZOU,2023-07-01,269.2373076923077,2023,July,7
HILLS,2023-07-01,68.0,2023,July,7
MONO,2023-07-01,148.2881818181818,2023,July,7
COUFFO,2023-07-01,174.4142857142857,2023,July,7
OUEME,2023-07-01,274.05588235294124,2023,July,7
PLATEAU,2023-07-01,198.52,2023,July,7
ATLANTIC,2023-07-01,166.2,2023,July,7
LITTORAL,2023-07-01,3.3333333333333335,2023,July,7
BORGOU,2012-08-01,180.64,2012,August,8
ALIBORI,2012-08-01,208.25,2012,August,8
ATACORA,2012-08-01,166.08,2012,August,8
DONGA,2012-08-01,349.76,2012,August,8
ZOU,2012-08-01,87.42,2012,August,8
HILLS,2012-08-01,92.5,2012,August,8
MONO,2012-08-01,57.82,2012,August,8
COUFFO,2012-08-01,76.3,2012,August,8
OUEME,2012-08-01,47.82,2012,August,8
PLATEAU,2012-08-01,57.92,2012,August,8
ATLANTIC,2012-08-01,56.46,2012,August,8
LITTORAL,2012-08-01,12.5,2012,August,8
BORGOU,2013-08-01,141.3725,2013,August,8
ALIBORI,2013-08-01,229.1983333333333,2013,August,8
ATACORA,2013-08-01,199.59990740740741,2013,August,8
DONGA,2013-08-01,161.71763888888887,2013,August,8
ZOU,2013-08-01,33.900000000000006,2013,August,8
HILLS,2013-08-01,110.16499999999998,2013,August,8
MONO,2013-08-01,37.101388888888884,2013,August,8
COUFFO,2013-08-01,10.715277777777779,2013,August,8
OUEME,2013-08-01,11.80925925925926,2013,August,8
PLATEAU,2013-08-01,31.788666666666664,2013,August,8
ATLANTIC,2013-08-01,18.265,2013,August,8
LITTORAL,2013-08-01,0.0,2013,August,8
BORGOU,2014-08-01,231.38125,2014,August,8
ALIBORI,2014-08-01,203.88500000000002,2014,August,8
ATACORA,2014-08-01,156.58526455026455,2014,August,8
DONGA,2014-08-01,223.04656746031748,2014,August,8
ZOU,2014-08-01,114.695,2014,August,8
HILLS,2014-08-01,114.525,2014,August,8
MONO,2014-08-01,80.425,2014,August,8
COUFFO,2014-08-01,88.09305555555557,2014,August,8
OUEME,2014-08-01,105.7074074074074,2014,August,8
PLATEAU,2014-08-01,85.76,2014,August,8
ATLANTIC,2014-08-01,82.05574999999999,2014,August,8
LITTORAL,2014-08-01,57.5,2014,August,8
BORGOU,2015-08-01,269.18710680828605,2015,August,8
ALIBORI,2015-08-01,272.4220588235294,2015,August,8
ATACORA,2015-08-01,248.2804831375521,2015,August,8
DONGA,2015-08-01,273.8368008104243,2015,August,8
ZOU,2015-08-01,65.98,2015,August,8
HILLS,2015-08-01,88.1234375,2015,August,8
MONO,2015-08-01,30.061111111111106,2015,August,8
COUFFO,2015-08-01,57.78,2015,August,8
OUEME,2015-08-01,46.115625,2015,August,8
PLATEAU,2015-08-01,47.61666666666667,2015,August,8
ATLANTIC,2015-08-01,31.63666666666667,2015,August,8
LITTORAL,2015-08-01,26.75,2015,August,8
BORGOU,2016-08-01,221.22844125809434,2016,August,8
ALIBORI,2016-08-01,295.790756302521,2016,August,8
ATACORA,2016-08-01,185.3463508447344,2016,August,8
DONGA,2016-08-01,240.13186206896552,2016,August,8
ZOU,2016-08-01,74.5923645320197,2016,August,8
HILLS,2016-08-01,161.07064516129032,2016,August,8
MONO,2016-08-01,25.394444444444442,2016,August,8
COUFFO,2016-08-01,41.4188,2016,August,8
OUEME,2016-08-01,25.607142857142858,2016,August,8
PLATEAU,2016-08-01,42.266666666666666,2016,August,8
ATLANTIC,2016-08-01,26.591111111111115,2016,August,8
LITTORAL,2016-08-01,30.13,2016,August,8
BORGOU,2017-08-01,233.845,2017,August,8
